place, device_train, device_test, err0, err1, err2, err3, err4, err5, err6, err7, err8, err9, err10, err11, err12, err13, err14, err15, err16, err17, err18, err19, err20, err21, err22, err23, err24, err25, err26, err27, err28, err29, err30, err31, err32, err33, err34, err35, err36, err37, err38, err39, err40, err41, err42, err43, err44, err45, err46, err47, err48, err49, err50, err51, err52, err53, err54, err55, err56, err57, err58, err59, err60, err61, err62, err63, err64, err65, err66, err67, err68, err69, err70, err71, err72, err73, err74, err75, err76, err77, err78, err79, err80, err81, err82, err83, err84, err85, err86, err87, err88, err89, err90, err91, err92, err93, err94, err95, err96, err97, err98, err99
lib_2m, LG, LG, 
lib_2m, LG, oneplus2, 
lib_2m, LG, oneplus3, 
lib_2m, LG, samsungS6, 
lib_2m, LG, samsungS7, 
lib_2m, oneplus2, LG, 
lib_2m, oneplus2, oneplus2, 9.053876950317138, 6.472756976779841, 13.58396341585679, 6.553585911133922, 7.243143364945304, 6.859107344306277, 6.171102294802756, 7.090523668396775, 6.359869009945636, 7.127896427330802, 6.274502972451918, 6.151443257345276, 5.99952115090627, 6.054994735206874, 4.608985656616019, 4.9292895765482125, 4.7609352993481195, 4.778966067186007, 3.9392627140925662, 4.961960839171217, 6.240579303453642, 6.34069778765968, 6.2080232654385545, 3.856725473088987, 5.041682221371632, 5.2065284760766595, 4.064587850057803, 4.6699256913907465, 4.880667558278454, 6.465583452814736, 1.6378872856546067, 4.395573225001017, 5.4578126030968175, 5.084932677740044, 5.828129132254386, 8.102800367472923, 7.5488814375934865, 3.2883882591672595, 8.294422619732774, 3.6441680365226725, 7.627867582624463, 6.709564362304353, 7.364917566015139, 5.1711863337166495, 6.703770961210442, 7.768469629902159, 7.171034071987551, 7.279592226697632, 4.691864822793656, 5.3276224964045005, 6.06983142349481, 7.058071547493884, 1.3626436311903467, 5.66074366309024, 4.706894035449498, 6.064118348964817, 6.440284042367101, 10.00675343046603, 6.724247951576784, 3.6264091489066153, 7.598121697278559, 4.3489439638980745, 6.482493594436394, 7.7651973219948385, 10.395886219376504, 8.159274776084422, 7.954257156578718, 6.792124044623101, 6.6577072411192635, 6.438522879444858, 6.2494446313093315, 6.402467489636804, 5.377347183582335, 8.80201092996678, 5.437045516123708, 10.421578565963006, 7.2452169753109645, 7.813052559750948, 6.997453123457532, 8.09098704420459, 5.419527286288512, 7.052725348460671, 4.468426458865117, 6.331487290065468, 5.087690062800891, 3.852545180236645, 6.323664365153853, 6.786454233304504, 8.01891157370727, 4.767237816372231, 5.666303626996973, 3.6734644017420655, 5.354733933725034, 4.6591795587100275, 7.6359965270396515, 9.071238172706229, 3.6498425083207358, 5.127748175158677, 6.717872947768219, 3.6245392645357035, 5.9624924021085075, 3.0060567710559196, 7.552196189334978, 6.133650945242579, 8.701826553423974, 11.5182382292545, 6.350544839276318, 7.371723344585495, 8.246263781343414, 9.088239958391094, 7.385923021421647, 3.5549267208299278, 6.694194075167793, 7.7661960962524805, 5.812898954019038, 6.484108736100865, 7.059565270448836, 7.062449821300826, 4.097827140505668, 4.84807954772682, 7.046287747609197, 8.085409334082412, 5.425478218457395, 8.409673330368838, 6.161090427068157, 3.609743332822074, 7.218609499133538, 13.016600341594378, 2.6763355233679818, 7.600546582130785, 11.278519053729273, 8.824738466850704, 9.843401188248828, 7.26581440647295, 10.510593681136873, 10.409390485166684, 9.057936561488413, 9.536907688802431, 8.246108344292635
lib_2m, oneplus2, oneplus3, 5.463919576869413, 7.956978912834698, 7.711275044329804, 8.165113327329514, 5.427187617280167, 5.106047703472891, 6.499479637749886, 6.690205274275705, 6.580029229289572, 5.653371315448754, 5.947412459811944, 5.472123558094218, 7.404232901332875, 8.77503840418716, 5.158058679772392, 3.328999820598701, 5.42541319561823, 5.211040775098857, 6.218432703886883, 5.2143876815411705, 7.482750614368278, 5.489762233464463, 2.430882808983226, 4.524317890893496, 3.7847591285038646, 6.874512007346541, 8.16830455675595, 3.8347911388419456, 4.783149389513438, 4.9912517889713985, 5.335348347160479, 6.428126392571192, 4.829743462393369, 2.4220481992289544, 7.434291747179609, 7.002181561076156, 7.295108221736442, 8.6108102210455, 8.04979097128792, 8.249406981531667, 10.027435320968884, 6.473791996843241, 5.844363659938061, 10.776316396580732, 10.957257075141886, 3.476576452136554, 2.384818137457404, 6.707588172525021, 5.6464576799212844, 6.246856327409508, 6.221643332207143, 9.877124775451858, 8.727090671886472, 6.362410467714609, 6.458584237816304, 9.935909138645378, 8.489902608356305, 5.898533109492469, 4.809377803780549, 9.079676018896736, 9.371226641570034, 12.414518416419263, 10.27339495848454, 6.61782833700928, 12.573502804463477, 15.720711900891212, 6.855004844078081, 8.352844454580964, 11.897764968588342, 7.116346239511133, 7.032994341886851, 6.302543768803316, 5.529999893414955, 9.118553332983613, 7.412713324414183, 4.768236568261401, 9.018340634495548, 7.429163662595431, 7.804134550181009, 7.80699509440737, 5.542366066030359, 6.191892479617071, 5.891691476846088, 4.552669502533806, 6.613995117743313, 6.000452983305758, 7.5826595396474845, 6.468353508223592, 8.316098759596072, 5.455911921852676, 8.114780742441642, 8.943588312642769, 4.841421745141394, 6.805282876479486, 5.748799224790251, 6.0687428864104955, 6.131130752180762, 2.655916282508688, 5.450554873847951, 8.04403240593996, 9.155358282409363, 4.788195255268577, 6.819522988000754, 9.316806813114848, 8.907252272670153, 5.0561741247615215, 8.246641639263139, 8.753291028642469, 8.88244552597865, 5.4605412348610525, 8.022759321689334, 9.031801642822492, 4.884457098821845, 11.549911047830237, 5.891535204084225, 8.215182877625677, 8.848304406599121, 5.631030365207822, 7.043360640197436, 7.318499401471115, 11.18713211539303, 7.673068782081147, 9.2180067154876, 7.768199003761675, 8.377879123493013, 6.282595929978443, 5.059695812743774, 6.281796131233577, 8.533969992457942, 10.017322237595064, 8.930049238707118, 9.507332000987052, 10.277181898256886, 8.240356194003885, 9.724418550751313, 8.338177851224264, 10.792992202554966, 7.661574349540134, 6.524787401570093
lib_2m, oneplus2, samsungS6, 9.247375354174956, 6.662835904740982, 9.417283444426094, 8.687567274079955, 7.60281263733076, 8.408484701041454, 8.395833443546962, 8.045506578332848, 5.73223947290103, 5.2267650598722355, 4.6503421468407655, 7.449694306489978, 4.359302815700028, 9.079715960014942, 5.450642619680966, 5.796292712785835, 5.549079599084554, 4.490985676306291, 3.0911655437302574, 6.506124240309363, 5.328500130233132, 4.565164722742457, 7.306572836083342, 7.856079586408183, 3.23187080861315, 5.445166000583793, 5.461169910385141, 5.623234236618252, 9.115633656004686, 2.9990379847657005, 6.430603964182984, 7.550266800594803, 6.435047493667372, 2.9831170669495624, 4.552959275798818, 7.28040053159293, 6.402336280668105, 9.44613367192149, 5.352539417755795, 11.933741412837099, 7.4113055522959925, 9.938946202392883, 8.08546252361116, 8.588502579574913, 7.074106094275981, 7.22545925721934, 6.691232440442747, 9.052113958244824, 10.816360005208733, 4.665061452775717, 1.7758507647892312, 6.241841891227778, 11.61031166134255, 7.117947107601871, 11.495957328696777, 3.819804170645143, 5.57402206465547, 6.114471061759202, 7.223047956235436, 6.12295683506689, 7.230440175108063, 4.208396397884586, 8.074742545846801, 10.277627660125257, 6.1382679442008845, 10.032897866952634, 8.876189938747133, 11.328935537685243, 3.2937700325202015, 8.653261869759016, 7.087630337008967, 7.114835720120615, 10.057096244559919, 6.177676950165911, 3.6236400842900713, 4.151043941276709, 7.179752369163994, 6.535374838016674, 6.5113904214191605, 4.5445955759879855, 5.9690750483750055, 5.600278297897695, 6.495827399246568, 7.335749338234956, 5.694060966476761, 7.151581096720202, 5.416200184418343, 6.388811981757337, 4.747769481602445, 5.784717274255954, 7.39752995298462, 3.4539847111654964, 4.66752044381528, 4.5668727054110265, 6.123119197043534, 7.171817198363671, 4.259319865580387, 4.074843822269412, 4.261706005354226, 6.290873540459832, 7.2801670409810555, 7.302230892548941, 6.691094377207631, 7.415731201416603, 10.202976828322624, 11.34827019333999, 5.431909300443989, 8.163265072777337, 8.638275551741318, 11.187021500232174, 8.328552820695363, 8.135042269069135, 8.400573229843607, 7.62272725943765, 6.513674623566656, 10.38829773099231, 7.636964303900932, 11.775192953875601, 8.504830914321241, 10.122909725366952, 7.68383045517862, 8.081196866851087, 5.380197963139343, 4.969868259107406, 8.820722755643017, 10.031462284948123, 8.087705075816105, 9.620879685408834, 9.542246541346831, 7.890289373649409, 8.741758298184427, 10.340054580219284, 8.314639854769224, 5.7067596151795925, 6.86407292259098, 10.46581313642055, 7.135754203955868, 9.630690233861873, 8.84550895669013
lib_2m, oneplus2, samsungS7, 15.051150477304725, 9.565678474605116, 10.678074741001371, 9.839095189811706, 8.349768563053143, 6.343205336694019, 9.329357834624124, 5.776896509547875, 4.493713135732058, 7.279005968927615, 5.296760515588906, 7.304425296282465, 6.033641744604, 5.044112916612212, 6.000914129356266, 5.927323229968296, 2.918231144663122, 7.723939106734717, 7.194328632462126, 5.995819986617026, 4.135207043729945, 6.15378054858195, 3.8648496202633433, 2.485467993096518, 8.815891320652637, 7.1322494822104545, 5.1828633934297015, 4.404972243562513, 5.220425218885459, 8.365914569992984, 5.970952769803771, 6.852437644650554, 6.60291950922588, 7.723749086222535, 7.701230567128317, 8.03366071150366, 7.892661064473041, 8.72078861476388, 11.266432717714522, 7.571452379730886, 5.183509979839804, 8.455014871798372, 6.058104277574141, 8.125574708095062, 10.59301387685563, 5.3450014922115425, 8.868031484267332, 7.148711518094077, 5.699404391035064, 3.2937649212647337, 8.717545922091519, 6.909119468727535, 8.976466154701916, 1.125140018849158, 6.9450968395398265, 4.548869985156747, 4.73482875166153, 6.3995136310090945, 10.79202208031186, 8.710499029558608, 12.169609279679538, 10.02668786967627, 7.348926349624639, 8.381252828222056, 9.27370262835365, 4.168119830069159, 9.396939892981825, 9.014483536416035, 13.56508004200893, 8.444119059501613, 9.467867407750745, 8.415824063791188, 6.298205146752631, 8.033276804168475, 11.141135118934455, 3.8246253655354954, 6.788334259184926, 9.782623355743024, 8.868663979802738, 7.284450948420989, 6.368507594456388, 7.915633603328262, 4.921436354630669, 7.9278378088252905, 7.603649305347027, 6.432328291254706, 6.256651828126646, 7.239282587662541, 5.444022744126688, 5.101178453355372, 9.607605700693643, 5.246751230002117, 5.395372222834249, 4.529596436974218, 6.312830540388183, 4.773893564626752, 10.62398909994934, 4.929979757829381, 9.157327299194627, 4.845973141018548, 7.278759986086269, 7.706467794014046, 9.802487215324229, 7.176909855481438, 10.25736976653633, 8.214145227431324, 5.7308546669574145, 6.870181495198852, 8.922010473748115, 10.65511770035392, 9.232335609266425, 7.500168016260398, 6.550504053023145, 8.290967916001724, 7.3687723782387735, 7.143333679054022, 8.939638359685317, 7.514153062609599, 6.734337768341365, 8.572943494572572, 4.543382989432599, 3.4208532052763743, 5.83089063582597, 12.447761278412756, 15.688938094052507, 7.099282641776933, 7.340619714286556, 7.25919637936166, 6.187102185065364, 9.447551807491925, 6.471753511867552, 10.195996751804346, 6.900947835252635, 4.662998191699197, 9.331934889507533, 10.167085872993844, 10.553152361572183, 10.328590313902948, 11.31496359521693
lib_2m, oneplus3, LG, 
lib_2m, oneplus3, oneplus2, 6.836676689638907, 8.448481032812499, 11.867277130127095, 6.907173819720692, 4.2643952025440885, 10.809337621857065, 7.158100823573021, 7.923445906635637, 8.312746141454841, 5.961365956595808, 6.075496692822352, 9.04535243889924, 6.411418416756975, 5.355932299930258, 8.455576817818255, 5.346120193405311, 6.040839972690687, 5.756587904959152, 8.897666202527159, 8.09310398105834, 4.780523107347994, 6.26988819055776, 9.370753743560858, 5.332411564657238, 5.688021894569186, 4.257665557548498, 5.85646012492544, 5.619390512104202, 5.775725688124203, 4.883389202560972, 3.0344193015085934, 4.7973983017952255, 3.774810514673143, 6.570902106951879, 6.91420687045585, 7.089050704251325, 7.952427466211306, 6.435850845739269, 7.7236447778695805, 7.060846142544397, 4.98290099350633, 7.584726899201122, 3.8620871806551245, 5.683863331463309, 7.13246326674235, 5.472127458576227, 7.341449459316651, 6.888750729207301, 6.910495091635359, 2.7482826508245815, 4.983533388224804, 6.476324432028962, 8.568844378373587, 11.552662793014166, 4.4501426305876794, 6.114160769377181, 9.438751217173124, 7.945798558469065, 4.86354221716066, 9.266322677769153, 5.222821084927694, 6.791930048843783, 6.294522234463619, 7.287545928740431, 8.231456859887832, 8.35125697150306, 10.99744834551125, 11.646899459481507, 7.167840401989065, 7.349307421823802, 9.920860622689384, 7.9749032220851745, 6.118251194091387, 8.35860808090415, 5.683497790656011, 6.016966884113129, 6.528948431568506, 7.539608863035738, 5.770794326458277, 5.910239188077769, 5.79261541175655, 5.420958445294093, 6.280801523966879, 8.49549241252976, 5.276796942186034, 5.192193302862074, 5.369208789892032, 4.615851432421129, 5.3722112964888, 6.762749679553785, 5.199731291660453, 5.304913616321583, 5.8838134556609365, 7.049473441193319, 7.945053136628419, 3.6927152740365776, 6.453069264112467, 6.27987690075002, 3.542697025265473, 7.74512528001843, 7.7716399877455675, 6.861351343486836, 9.458033358218998, 7.219772690211826, 11.045072657864834, 11.744328886643599, 5.276586655828728, 10.787887714078398, 9.303131326810158, 7.698993760234252, 7.863634692840035, 7.846797316656657, 6.295852696228056, 5.92002257447305, 4.230170723979095, 4.062383580953549, 3.816767698827568, 7.014845175275353, 8.871892248014651, 6.618857755797809, 7.3178186147316495, 7.393581363514083, 4.974208590159316, 4.875056982333206, 6.9374875913187966, 6.308758068491434, 8.087501899237465, 7.076601172201203, 11.576121564632558, 7.563871888006058, 8.05614630505466, 9.239162545553906, 8.892555143655052, 6.603693384089366, 8.964443741622125, 12.230908824811463, 9.766043028846328, 8.258172749099446, 8.09004615289822
lib_2m, oneplus3, oneplus3, 8.913182234313512, 8.07779388149035, 6.672904920826566, 11.11924222793342, 6.475966634302341, 7.584338178662996, 6.8877940841468215, 6.809926977376316, 6.367252951269129, 5.529361441641858, 6.848828307032349, 5.559023683045803, 5.993556830146677, 4.9175247505069, 7.384441737979519, 8.332198062487718, 5.622346050651357, 5.877513201966073, 4.687133802309854, 6.45393305967279, 4.077363971361978, 4.225264118366232, 6.145145089451569, 5.3049753087761236, 4.848460020762769, 5.253649924547352, 5.134444879751189, 9.195588701548786, 5.470761097395045, 4.37899188903103, 9.358008620214243, 3.2198384158212656, 4.950260280441659, 5.742677497197646, 6.788680902670069, 4.786303420659807, 7.521004246438077, 9.657045184152583, 5.265313216333083, 5.891720856362371, 7.445361815732203, 12.026909220837844, 5.3068857437917, 8.77896143999754, 8.616848636242915, 8.73816595541996, 9.023095384904702, 3.5416153570447904, 2.871927685170781, 3.6516918734803987, 5.427014509468437, 5.917442510448941, 4.679053722719207, 11.73984844313122, 1.0189334501209326, 1.0189334501209355, 1.0189334501209342, 1.0189334501209355, 1.6489281719459346, 8.731177756022754, 5.5338673678738015, 3.7043800529426427, 4.593427941167684, 4.2036061484173635, 0.9714671628104158, 0.9714671628104158, 0.9714671628104184, 0.971467162810427, 0.9714671628104158, 1.0042446393881534, 1.0042446393881508, 1.0042446393881563, 1.0042446393881508, 1.0042446393881563, 5.887633650872924, 4.152467571471441, 4.755912407067904, 6.2212630803660245, 4.86920044589084, 7.316574389674635, 5.089645851485825, 6.057971680262964, 5.125862942100016, 4.130867216948717, 8.80785214723481, 5.515931218765282, 3.288586945347988, 5.3423153311640075, 4.878624890597813, 1.073949277701115, 1.0739492777011153, 1.0739492777011153, 1.0739492777011153, 1.0739492777011124, 5.207782741727557, 5.825764087545894, 10.467676453262374, 5.889908033754624, 9.370701961391298, 7.471057390652929, 7.356239799983524, 4.9330972498012065, 8.31315696078107, 7.6083444859557545, 7.262172977213749, 13.460405321329489, 9.321993017624155, 12.548150667409237, 5.393462876810759, 11.222760977431907, 6.015394449700308, 13.339133416260324, 3.0089350295733417, 0.9962217621549458, 6.207233360745362, 10.610315874873173, 2.5397008941261956, 6.893695941759512, 6.467345948968773, 5.220848679113555, 4.439100944555432, 6.791545501746379, 6.9451882359410035, 1.0126367437560089, 9.86009045294372, 7.738287965615909, 9.999337021410593, 4.7012278019146505, 1.022558380353353, 1.009898369964527, 1.0098983699645276, 1.009898369964527, 1.009898369964527, 1.009898369964527, 8.258820087837316, 5.049374094011779, 8.78882978222676, 14.317880435934805, 8.878596091006289
lib_2m, oneplus3, samsungS6, 7.314872230076595, 12.78970441548324, 6.196687979087064, 11.454853210184497, 8.407331507440077, 10.061508483589858, 10.455655427068402, 8.765570948493213, 10.324550835673055, 6.012658394956263, 4.605030680635482, 6.116059067030878, 7.074877943424703, 7.786319919944667, 8.70537977300889, 3.9710030620818193, 5.371471225998098, 5.439478482757261, 7.040214963348508, 5.111565788470279, 5.165278003793869, 5.808077552050106, 5.497400974309221, 4.298128280277208, 7.0423276196214415, 6.422808622928744, 3.614792224650182, 5.375245518036765, 3.8701052360194494, 6.283889161405032, 9.555007349398833, 6.445030129717995, 6.843156927215032, 6.018078204203208, 7.273190588800453, 11.765552887554701, 7.375326093227221, 7.773505543960988, 7.556957000540402, 6.204098829786655, 7.00215222248894, 7.9249839587509525, 9.026776162986177, 6.735849710588527, 4.582738270059649, 6.3641255505956895, 6.532544477339995, 11.72040730109925, 6.363329543201375, 7.318747109670357, 5.898834030644033, 2.215371780101873, 8.111142316035519, 6.337897676464677, 5.997861689522788, 10.716174732139292, 6.118995215654467, 8.418945777082076, 6.073835692723341, 8.278608831948754, 7.151301132355542, 6.037192227642829, 8.686300992408103, 5.051846795840982, 8.68044154766807, 5.845881191128444, 7.690593494126479, 7.792588580912806, 8.826052379203807, 10.202313088560715, 6.520504156062143, 6.674328662309046, 7.382767372908917, 7.67091566512452, 6.292327864119233, 9.309596998300279, 5.773386519625992, 7.143449412961941, 6.0442637259500085, 4.825610472350837, 7.840355856415258, 5.996576588361774, 5.54851778326998, 5.834122543806275, 5.073150627298789, 2.9354139872054916, 4.9749598149335155, 5.84629508209512, 4.976466435282447, 8.158965951132902, 4.846100813609391, 6.584360647026971, 5.531403200199107, 4.462750623571008, 6.7842288950894725, 5.894540286770917, 7.082190014440558, 3.159591324179405, 5.53030916705689, 7.438108792420914, 4.453933070919062, 4.891805353471971, 6.174948100361581, 5.770823705563813, 10.716236836337988, 9.437393497556451, 9.65764838733693, 6.25811811506757, 9.570337891196298, 8.268449471314586, 9.693039119868875, 8.170652923520702, 8.228707388203114, 9.606886935185068, 8.772997985977542, 5.7058746274420375, 10.310462305845226, 10.471768605329057, 11.33744276402027, 7.000051189761578, 4.486058025914987, 7.714504431073347, 6.107436109418604, 4.796269997675749, 8.019828564297216, 9.209722708062339, 7.876101469079357, 12.772222457893935, 7.20544036623612, 9.083694570746069, 9.374176403851926, 8.020969549430825, 9.49685233420497, 10.010605717229137, 8.291097279367737, 9.927488174765458, 9.28252304817862, 11.511867249160971, 9.938576252999452
lib_2m, oneplus3, samsungS7, 14.613486765518127, 10.770975949421661, 6.814257443002444, 7.629389585755978, 7.2875334776900855, 7.609003485646751, 8.139049854033376, 6.916302452031116, 7.172314547603541, 5.520250335424874, 6.537209508048337, 5.924666983257059, 6.579737211893314, 5.973421205115487, 6.935927700716258, 5.373874907262186, 7.648512746311818, 5.44137267584129, 5.351741532780625, 4.215005786947126, 7.399100197640907, 5.423391933325229, 6.356494245478727, 5.6564784616328065, 5.012715197819524, 6.022230359174811, 6.924306526456471, 6.559516849154868, 5.520644512293918, 6.424824565134649, 5.889485089409893, 8.711921611494258, 6.681906212423239, 10.613546581578142, 7.921889387209951, 5.561026378553507, 8.986047624720431, 6.621072051537128, 8.31723233036583, 10.114542195228577, 7.409969856648506, 7.828460542263461, 8.105007361428987, 7.791054395837001, 6.908591552948016, 7.263830700984249, 6.796308244805386, 7.963893189914655, 6.826074525797563, 2.3160001626202287, 4.793704111575105, 6.526690269093677, 8.899448100811481, 2.161597849782355, 2.37919843430642, 3.8086098003581603, 7.2393496450566435, 6.394821511426747, 5.768462476231401, 9.63998144690503, 7.004296303889403, 7.621768819330943, 7.991361087367489, 7.071083241285551, 7.973621019872935, 9.011711118567739, 8.195615272766542, 5.199147066195701, 8.482279160978809, 8.210762034019673, 7.222935117103174, 8.42173669196743, 5.804537862684499, 9.643178083632154, 6.648474428254208, 4.317129746129255, 9.919073275172398, 7.994051099342881, 8.91815875727821, 9.847660858208489, 4.506126136214716, 7.728732298993338, 5.632796365558948, 6.0415140836378765, 5.899446698540858, 7.008441774903391, 6.7968685175076216, 5.4146675251985465, 6.449061108618183, 5.327077942792984, 5.979909063843811, 5.588306282090168, 5.312175931249544, 4.580674679397376, 7.682134504200889, 7.7366019603520595, 6.94123222697508, 10.06626280708004, 8.857876482094468, 5.128123853840634, 7.188559655054408, 7.550316881347298, 7.155279333358598, 10.28952052576407, 10.632289841129142, 8.257793572718082, 5.962985112726953, 8.793617520269649, 10.646995761283543, 8.914740384974348, 10.786861976406097, 4.793544993242312, 6.984257500232663, 2.54511357710595, 6.77920879724176, 9.663762951973188, 7.535170983600919, 7.60065159463351, 7.600651594633513, 7.367862484999852, 7.507805549604892, 6.307390678095899, 8.805724459144768, 8.08216007125689, 7.087407204733064, 11.499995721744595, 5.837761224746465, 12.905602990619494, 9.288406663143503, 9.632077416202536, 11.830140639402208, 8.848405251069643, 11.810580094714215, 10.4921436837728, 9.613181348246625, 10.820376198300325, 10.744081426329284, 10.86868490176162, 9.76276801937719
lib_2m, samsungS6, LG, 
lib_2m, samsungS6, oneplus2, 9.412969996110961, 7.765444961159174, 9.677715009079865, 9.204963439414332, 4.927750457635789, 7.794416694837354, 6.035983630402308, 5.6948037741977355, 7.947529518065119, 8.594586622632118, 5.057426968907173, 5.566701346490367, 6.243772846244572, 6.6764051988003175, 5.690928361067483, 7.733837595862608, 5.764513967520024, 6.4039663817619825, 5.660183783109604, 5.112118618530863, 5.600483068439067, 5.410058613743969, 8.808872576685392, 5.7833451069806365, 5.104108640633681, 5.8333036472116575, 4.368413866916686, 6.321558245000769, 8.651075530376465, 4.822542624669142, 8.79968267509312, 5.482807118709877, 12.109605366749474, 6.75061392602308, 8.940492048168602, 5.077603348270113, 8.430901864372084, 7.904513587516016, 11.509666404543866, 9.896234128346821, 11.111007705306033, 9.577354489160653, 6.667097263737469, 11.111268693336175, 4.336002562526727, 4.578332387589132, 7.651845703885582, 6.858000194261644, 7.445484213923336, 10.97093476259796, 7.529654383149422, 8.44968897759338, 7.472774090208233, 7.496946669618974, 8.816872835970186, 9.72095325526153, 5.704538227372642, 6.970297769527917, 9.983323257892787, 7.249634436517627, 9.201821671375013, 6.505720137158976, 7.805226430308783, 7.008978610366012, 8.927815983951126, 7.498764529885325, 6.9378154271053365, 8.761707076171819, 8.630102366308266, 8.494061300126868, 8.014750894898784, 9.296381072481116, 7.742906978320922, 7.363184632232935, 6.986923891107763, 6.7141828256200835, 9.283230561996039, 6.373217239104117, 6.320714561650181, 5.0420802892152885, 6.318973964057887, 5.649595263571979, 4.887736379465084, 5.833143672657084, 5.973786207298134, 5.497566822924947, 6.684021553198619, 4.809412565396076, 5.250911218273178, 5.274679908453933, 7.790962112858573, 5.469033942764763, 4.988506718166425, 6.220007261020866, 5.987414007054527, 4.077391415568907, 3.4853868677976543, 6.588772468067757, 5.321462961459305, 6.86814989687368, 6.588769321444987, 7.093903236984656, 6.286001208240303, 7.095131752369442, 10.124174795605876, 8.078261738536671, 5.726918043776717, 6.236607388812657, 14.115523625198211, 6.072237022926959, 7.576689842769317, 8.69871199272271, 7.955939967980148, 8.302200206012527, 6.243733280329509, 9.737575631606322, 9.313830629731736, 3.763209619315083, 6.899773447607506, 12.543043313502986, 6.228095762688044, 8.101511935543726, 6.052243488452327, 6.640297157832046, 6.466722182637073, 8.700329118660076, 11.354129252639073, 4.7914319286178735, 9.169670697767227, 6.959917180538829, 7.1703223519705315, 10.408729584386949, 9.873847105974649, 8.915464266494606, 9.572620192571968, 9.511772263390426, 12.683743834460186, 7.507496957373496, 9.82406769118975
lib_2m, samsungS6, oneplus3, 8.435608091903292, 8.548161808567752, 8.553442812548969, 8.660804403844596, 7.068330520676065, 6.930092621222437, 6.53551732512572, 8.655195815444428, 6.644276409878302, 8.813323846792334, 7.5152546111179985, 6.721814474966398, 4.841504177490264, 5.802869914025179, 4.497298421426458, 6.11402938992407, 6.143486134114374, 6.715491722904593, 3.977502880924944, 5.4427545215676325, 6.758602597439588, 7.1723194327852555, 7.815392371849079, 5.421781725668864, 7.099970800850248, 3.976756527932303, 5.551982000140186, 7.12854601041378, 5.665441218596464, 6.132643217532082, 5.79293730231827, 6.606095213416793, 7.420769628982034, 6.4580448907201085, 5.0292211029648515, 6.371207769718898, 9.763208021741923, 7.38962947841642, 7.5416478297107, 9.708435296989252, 8.4350614835375, 7.11537015952023, 7.902705789173382, 7.983676555317278, 6.885205229748628, 4.361661162397551, 3.7594353655029336, 7.8062922222057525, 6.817441331371688, 7.802710050773999, 2.195533323611774, 5.454974791336394, 4.312449215055437, 7.143963707510771, 4.248891168299027, 6.897680992358879, 8.992007418455902, 3.479091399321743, 4.170401354961107, 8.78150009542782, 9.753707887771608, 8.203363258504176, 3.408767662623615, 6.495898794182191, 8.338856998454641, 6.0139411263228935, 9.23491903033841, 9.024883900969517, 7.558404089557035, 10.453566765770095, 8.560926126873442, 12.217547601350134, 8.575053563137539, 9.207611229376814, 7.377997983346555, 6.173927362431648, 6.814090605408772, 6.482507828101793, 7.1286376886051785, 5.100443101669106, 4.786094156086033, 5.887071785234736, 5.154890352470096, 5.205194741430531, 6.207192757443807, 5.623793174601672, 5.328131877043474, 8.381372508607969, 3.994197533080758, 5.293717875319251, 5.14149576913135, 6.025561516888272, 10.512018760996028, 5.367438656788495, 3.675054926570806, 8.11905804269993, 4.622577089138575, 6.007290050172637, 4.524718581277869, 7.720609682723977, 3.5482618305433187, 8.881357041634935, 6.617007928130848, 7.009178766287907, 5.322724861956322, 5.103314410468769, 9.27261757038597, 9.660066881687438, 9.928779867943454, 8.516580782582377, 7.465925002087056, 7.660399033066587, 8.675715200608805, 7.8435064805405545, 6.91912127042922, 6.675858700504483, 7.08674619952434, 8.719977828622536, 7.564042440728277, 6.3023375768219605, 7.359592071903521, 3.3956745072673193, 6.790429627567574, 7.318519172968154, 8.732919398174955, 11.682584402452552, 5.287676577517286, 6.892041922099166, 7.374040348577582, 8.69372779310924, 8.918227322119128, 6.9663144913905155, 8.491167787294419, 6.700506092190997, 9.30556070136181, 7.895769556710728, 7.823127590139483, 8.14607534905518, 10.627526636976432
